,Date,Subject,Pass Mark,Candidates Entered,Candidates Passed,Pass Rate,Filepath
250,april 2019,sp2,60,Error,Error,Error,pdfs2\landF_SP2_201904_Examiners'_Report.pdf
251,april 2022,sp8,53,319,138,0.43260188087774293,pdfs2\landF_SP8_202204_Examiner Report.pdf
252,april 2024,cb1,63,1358,893,0.6575846833578792,pdfs2\CB1\CB1_April 2024_Examiner Report.pdf
253,april 2025,cb1,58,1120,658,0.5875,pdfs2\CB1\CB1_April 2025_Examiners' Report.pdf
254,september 2024,cb1,63,1337,819,0.612565445026178,pdfs2\CB1\CB1_September 2024_Examiner Report.pdf
255,april 2024,cb2,60,1089,817,0.7502295684113865,pdfs2\CB2\CB2_April 2024_Examiner Report.pdf
256,april 2025,cb2,59,639,401,0.6275430359937402,pdfs2\CB2\CB2_April2025_Examiners' Report.pdf
257,september 2024,cb2,65,1169,861,0.7365269461077845,pdfs2\CB2\CB2_September 2024_Examiner Report.pdf
258,april 2025,cm1,59,1376,548,0.39825581395348836,pdfs2\CM1A\CM1A_ April2025_Examiners' Report.pdf
259,april 2024,cm1,63,1981,872,0.44018172640080766,pdfs2\CM1A\CM1A_April 2024_Examiner Report.pdf
260,september 2024,cm1,58,1599,480,0.300187617260788,pdfs2\CM1A\CM1A_September 2024_Examiner Report.pdf
261,april 2024,cm1,63,1981,872,0.44018172640080766,pdfs2\CM1B\CM1B_April 2024_Examiner Report.pdf
262,april 2025,cm1,59,1376,548,0.39825581395348836,pdfs2\CM1B\CM1B_April2025_Examiners' Report.pdf
263,september 2024,cm1,58,1599,480,0.300187617260788,pdfs2\CM1B\CM1B_September 2024_Examiner Report.pdf
264,april 2024,cm2,56,1307,583,0.44605967865340473,pdfs2\CM2A\CM2A_April 2024_Examiner Report.pdf
265,april 2025,cm2,61,1012,483,0.4772727272727273,pdfs2\CM2A\CM2A_April2025_Examiners' Report.pdf
266,september 2024,cm2,60,1426,661,0.4635343618513324,pdfs2\CM2A\CM2A_September 2024_Examiner Report.pdf
267,april 2024,cm2,56,1307,583,0.44605967865340473,pdfs2\CM2B\CM2B_April 2024_Examiner Report.pdf
268,april 2025,cm2,61,1012,483,0.4772727272727273,pdfs2\CM2B\CM2B_April2025_Examiners' Report.pdf
269,september 2024,cm2,60,1426,661,0.4635343618513324,pdfs2\CM2B\CM2B_September 2024_Examiner Report.pdf
270,september 2024,cp1,53,891,394,0.44219977553310885,pdfs2\CP1 Paper 1\CP1-1_September 2024_Examiner Report.pdf
271,april 2025,cp1,55,1249,544,0.4355484387510008,pdfs2\CP1 Paper 1\CP1_Paper1_April2025_Examiners' Report.pdf
272,september 2024,cp1,53,891,394,0.44219977553310885,pdfs2\CP1 Paper 2\CP1-2_September 2024_Examiner Report.pdf
273,april 2025,cp1,55,1249,544,0.4355484387510008,pdfs2\CP1 Paper 2\CP1_Paper2_April2025_Examiners' Report.pdf
274,april 2024,cp1,56,1553,703,0.45267224726336125,pdfs2\CP1-1\CP1-1_April 2024_Examiner Report.pdf
275,april 2024,cp1,56,1553,703,0.45267224726336125,pdfs2\CP1-2\CP1-2_April 2024_Examiner Report.pdf
276,september 2024,cp2,60,1451,877,0.6044107512060648,pdfs2\CP2 Paper 1\CP2-1_September 2024_Examiner Report.pdf
277,april 2025,cp2,59,968,572,0.5909090909090909,pdfs2\CP2 Paper 1\CP2_P1_April2025_Examiners' Report.pdf
278,september 2024,cp2,60,1451,877,0.6044107512060648,pdfs2\CP2 Paper 2\CP2-2_September 2024_Examiner Report.pdf
279,april 2025,cp2,59,968,572,0.5909090909090909,pdfs2\CP2 Paper 2\CP2-P2_April2025_Examiners' Report.pdf
280,april 2024,cp2,61,1167,706,0.6049700085689803,pdfs2\CP2-1\CP2-1_April 2024_Examiner Report.pdf
281,april 2024,cp2,61,1167,706,0.6049700085689803,pdfs2\CP2-2\CP2-2_April 2024_Examiner Report.pdf
282,april 2024,cp3,55,1357,647,0.4767870302137067,pdfs2\CP3\CP3_April 2024_Examiner Report.pdf
283,april 2025,cp3,59,1322,702,0.5310136157337367,pdfs2\CP3\CP3_April2025_Examiners' Report.pdf
284,september 2024,cp3,55,1692,966,0.5709219858156028,pdfs2\CP3\CP3_September 2024_Examiner Report.pdf
285,april 2024,cs1,59,1613,771,0.47799132052076876,pdfs2\CS1A\CS1A_April 2024_Examiner Report.pdf
286,april 2025,cs1,55,1070,469,0.4383177570093458,pdfs2\CS1A\CS1A_April2025_Examiners' Report.pdf
287,september 2024,cs1,59,1672,849,0.5077751196172249,pdfs2\CS1A\CS1A_September 2024_Examiner Report.pdf
288,april 2024,cs1,59,1613,771,0.47799132052076876,pdfs2\CS1B\CS1B_April 2024_Examiner Report.pdf
289,april 2025,cs1,55,1070,469,0.4383177570093458,pdfs2\CS1B\CS1B_April2025_Examiners' Report.pdf
290,september 2024,cs1,59,1672,849,0.5077751196172249,pdfs2\CS1B\CS1B_September 2024_Examiner Report.pdf
291,april 2024,cs2,55,1286,463,0.36003110419906686,pdfs2\CS2A\CS2A_April 2024_Examiner Report.pdf
292,april 2025,cs2,57,948,456,0.4810126582278481,pdfs2\CS2A\CS2A_April2025_Examiners' Report.pdf
293,september 2024,cs2,55,1167,549,0.4704370179948586,pdfs2\CS2A\CS2A_September 2024_Examiner Report.pdf
294,april 2024,cs2,55,1286,463,0.36003110419906686,pdfs2\CS2B\CS2B_April 2024_Examiner Report.pdf
295,april 2025,cs2,57,948,456,0.4810126582278481,pdfs2\CS2B\CS2B_April2025_Examiners' Report.pdf
296,april 2023,cp1,62,1360,612,0.45,pdfs2\iandf_cp11_april-23\IandF_CP11_202304_Examiner Report.pdf
297,april 2023,cp1,62,1360,612,0.45,pdfs2\iandf_cp12_apri-23\IandF_CP12_202304_Examiner Report.pdf
298,september 2023,cp2,58,1250,714,0.5712,pdfs2\iandf_cp22_september-2023\IandF_CP22_202309_Examiner Report.pdf
299,september 2022,sa7,59,90,34,0.37777777777777777,pdfs2\IandF_SA7_09_2022\IandF_SA7_202209_Examiner Report.pdf
300,september 2020,cm1,58,1717,797,0.46418171228887595,pdfs2\IandF_SubjCM1A_09_2020\IandF_CM1A_202009_Examiners_Report.pdf
301,april 2019,cp2,60,Error,Error,Error,pdfs2\IandF_SubjCP2-1_04_2019_0 (1)\IandF_SubjCP2-1_04_2019\landF_CP2_paper1&2_201904_Examiners'_Report.pdf
302,april 2019,cp2,60,Error,Error,Error,pdfs2\IandF_SubjCP2-2_04_2019_0\IandF_SubjCP2-2_04_2019\landF_CP2_paper1&2_201904_Examiners'_Report.pdf
303,april 2019,cp3,58,Error,Error,Error,pdfs2\IandF_SubjCP3_04_2019\IandF_CP3_201904_Examiners_Report.pdf
304,september 2020,sa2,64,391,165,0.4219948849104859,pdfs2\IandF_SubjSA2_09_2020\IandF_SA2_202009_Examiners_Report.pdf
305,april 2019,sp5,55,Error,Error,Error,pdfs2\IandF_SubjSP5_04_2019\IandF_SP5_201904_Examiners_Report.pdf
306,september 2020,sp5,62,336,162,0.48214285714285715,pdfs2\IandF_SubjSP5_09_2020\IandF_SP5_202009_Examiners_Report.pdf
307,april 2022,sp9,52,150,69,0.46,pdfs2\iandf_subjsp9_04_2022\IandF_SP9_202204_Examiner Report.pdf
308,april 2024,sa1,56,80,37,0.4625,pdfs2\SA1\SA1_April 2024_Examiner Report.pdf
309,april 2025,sa1,55,50,22,0.44,pdfs2\SA1\SA1_April2025_Examiners' Report.pdf
310,september 2024,sa1,57,69,32,0.463768115942029,pdfs2\SA1\SA1_September 2024_Examiner Report.pdf
311,april 2024,sa2,60,570,194,0.34035087719298246,pdfs2\SA2\SA2_April 2024_Examiner report.pdf
312,april 2025,sa2,45,441,199,0.4512471655328798,pdfs2\SA2\SA2_April2025_Examiners' Report.pdf
313,september 2024,sa2,60,566,242,0.4275618374558304,pdfs2\SA2\SA2_September 2024_Examiner Report.pdf
314,april 2024,sa3,65,492,224,0.45528455284552843,pdfs2\SA3\SA3_April 2024_Examiner Report.pdf
315,april 2025,sa3,58,443,140,0.3160270880361174,pdfs2\SA3\SA3_April2025_Examiners' Report.pdf
316,september 2024,sa3,60,451,169,0.37472283813747226,pdfs2\SA3\SA3_September 2024_Examiner Report.pdf
317,april 2024,sa4,54,176,74,0.42045454545454547,pdfs2\SA4\SA4_April 2024_Examiner Report.pdf
318,april 2025,sa4,55,167,88,0.5269461077844312,pdfs2\SA4\SA4_April 2025_Examiners' Report.pdf
319,september 2024,sa4,55,145,67,0.46206896551724136,pdfs2\SA4\SA4_September 2024_Examiner Report.pdf
320,april 2024,sa7,58,110,57,0.5181818181818182,pdfs2\SA7\SA7_April 2024_Examiner Report.pdf
321,april 2025,sa7,59,83,42,0.5060240963855421,pdfs2\SA7\SA7_April2025_Examiners' Report.pdf
322,september 2024,sa7,62,103,43,0.4174757281553398,pdfs2\SA7\SA7_September 2024_Examiner Report.pdf
323,april 2024,sp1,60,334,185,0.5538922155688623,pdfs2\SP1\SP1_April 2024_Examiner Report.pdf
324,april 2025,sp1,55,218,111,0.5091743119266054,pdfs2\SP1\SP1_April2025_Examiners' Report.pdf
325,september 2024,sp1,57,385,189,0.4909090909090909,pdfs2\SP1\SP1_September 2024_Examiner Report.pdf
326,april 2024,sp2,53,576,294,0.5104166666666666,pdfs2\SP2\SP2_April 2024_Examiner Report.pdf
327,april 2025,sp2,55,418,175,0.41866028708133973,pdfs2\SP2\SP2_April 2025_Examiners Report.pdf
328,september 2024,sp2,58,599,258,0.4307178631051753,pdfs2\SP2\SP2_September 2024_Examiner Report.pdf
329,april 2024,sp4,60,151,82,0.543046357615894,pdfs2\SP4\SP4_April 2024_Examiner Report.pdf
330,april 2025,sp4,58,131,85,0.648854961832061,pdfs2\SP4\SP4_April2025_Examiners' Report.pdf
331,september 2024,sp4,62,147,78,0.5306122448979592,pdfs2\SP4\SP4_September 2024_Examiner Report.pdf
332,april 2024,sp5,63,262,145,0.5534351145038168,pdfs2\SP5\SP5_April 2024_Examiner Report.pdf
333,april 2025,sp5,Error,192,98,0.5104166666666666,pdfs2\SP5\SP5_April2025_Examiners' Report.pdf
334,september 2024,sp5,61,262,129,0.49236641221374045,pdfs2\SP5\SP5_September 2024_Examiner Report.pdf
335,april 2024,sp6,60,22,17,0.7727272727272727,pdfs2\SP6\SP6_April 2024_Examiner Report.pdf
336,april 2025,sp6,59,25,13,0.52,pdfs2\SP6\SP6_April2025_Examiners' Report.pdf
337,september 2024,sp6,60,42,33,0.7857142857142857,pdfs2\SP6\SP6_September 2024_Examiner Report.pdf
338,april 2024,sp7,60,456,210,0.4605263157894737,pdfs2\SP7\SP7_April 2024_Examiner Report.pdf
339,april 2025,sp7,60,397,173,0.4357682619647355,pdfs2\SP7\SP7_April2025_Examiners' Report.pdf
340,september 2024,sp7,61,420,206,0.49047619047619045,pdfs2\SP7\SP7_September 2024_Examiner Report.pdf
341,april 2024,sp8,62,434,171,0.39400921658986177,pdfs2\SP8\SP8_April 2024_Examiner Report.pdf
342,april 2025,sp8,57,387,139,0.35917312661498707,pdfs2\SP8\SP8_April2025_Examiners' Report.pdf
343,september 2024,sp8,57,439,199,0.4533029612756264,pdfs2\SP8\SP8_September 2024_Examiner Report.pdf
344,april 2024,sp9,60,167,79,0.47305389221556887,pdfs2\SP9\SP9_April 2024_Examiner Report.pdf
345,april 2025,sp9,55,147,54,0.3673469387755102,pdfs2\SP9\SP9_April2025_Examiners' Report.pdf
346,september 2024,sp9,57,157,70,0.445859872611465,pdfs2\SP9\SP9_September 2024_Examiner Report.pdf
